businessname,submissiondate,businesstype,variable,value,percoftotal,total,label_en,label_ne,latitude,longitude,index
Hotel,1,Hotel,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71217,85.30787,966
Orbit Nepal Adventure,1,Travel and Tour Operator,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71305,85.31126,967
B s handicrafts,1,Shop/Merchandise,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71316,85.31265,968
Om Shanti Spa,2,Other,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71578,85.30944,969
Natural nepal export,2,Shop/Merchandise,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71736,85.31034,970
Wongchhu Peak Promotion Pvt. Ltd.,1,Trekking,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71702,85.33378,971
Hotel Luna Kathmandu,1,Hotel,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.7167297,85.3120921,972
Hemp heafquarter,2,Shop/Merchandise,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71587,85.30991,973
Hemp House Nepal Pvt.Ltd,1,Handicraft,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71575,85.30998,974
Kathmandu Spa,2,Other,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.7161657,85.3108951,975
Hotel Down Town Pvt. Ltd,2,Hotel,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71587,85.30982,976
Hiking nepal pvt ltd,1,Trekking,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71689,85.30937,977
Avia tours and travels PVT LTD,1,Travel and Tour Operator,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.71423,85.31159,978
R.R.Jewellery,2,Handicraft,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.7137093,85.3123409,979
Yakety Yak Hostel,1,Hotel,p_hlth_safety_measures,2,53.0,58,Encouraging workers to take paid/unpaid leave if they feel sick,कामदारहरूलाई बिरामी पर्दा उनीहरूलाई घरमा बस्न प्रोत्साहित गर्ने ,27.7133876,85.31238,980
Nepal Ascent Treks,1,Trekking,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7119692416278,85.3110869262584,981
Nepali Ghar Hotel Pvt Ltd,1,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7165403,85.3129886,982
HOTEL,1,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7177391,85.3101198,983
Hotel Lakeside Pvt. Ltd,1,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,28.2077552,83.9684899,984
3 Sisters Adventure Trekking P(Ltd),1,Trekking,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,28.2198688,83.9580593,985
Tourism,1,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,28.20794,83.95855,986
Little buddha restaurant &lounge bar,1,Restaurant and Bar,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7141228,85.3116181,987
Backpacker Treks & Expedition Pvt. Ltd,2,Trekking,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7180005590084,85.3097967996561,988
Hotel Crown Plaza,2,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7130878,85.3281444,989
Kailash cafe & bar,2,Restaurant and Bar,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7160368463001,85.3104862262585,990
Green Boutique Hotel,2,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7210567730833,85.3653754560733,991
Kathmandu cityhill Apartmnet,2,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7209932,85.3118557,992
Mithila women handicraft,2,Shop/Merchandise,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7130115973909,85.3125155738383,993
DBRAND SOLUTION PVT LTD,2,Other,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.6924011815381,85.3301440109144,994
HOTEL BLUE MAGNET & MULTIPURPUSE PVT.LTD.,1,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,28.2148186,83.9618638,995
Grill n’ Chill Restro and Bar,2,Restaurant and Bar,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,28.22345,83.9888,996
HOTEL HIMALAYA PVT. LTD,1,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.68413,85.31941,997
Tiger Mountain,1,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,28.21064,84.04247,998
Hiking nepal pvt ltd,1,Trekking,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71689,85.30937,999
Spa kinjjala pvt ltd.,2,Other,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.67812,85.30827,1000
Shisha Lounge & Bar Pvt Ltd,1,Restaurant and Bar,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7153038584918,85.3103238891712,1001
chitwan forest resort,1,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.58148,84.49332,1002
ROSHA TRAVELS AND TOURS P. LTD,2,Travel and Tour Operator,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71061,85.31213,1003
Namaste Spa Pvt.Ltd,2,Other,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7151,85.312,1004
Avia tours and travels PVT LTD,1,Travel and Tour Operator,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71423,85.31159,1005
"Handicrafts (felt,woolen. Curio",2,Handicraft,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71442,85.31192,1006
Hotel Down Town Pvt. Ltd,2,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71587,85.30982,1007
Hotel Luna Kathmandu,1,Hotel,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.7167297,85.3120921,1008
Wongchhu Peak Promotion Pvt. Ltd.,1,Trekking,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71702,85.33378,1009
Om Shanti Spa,2,Other,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71578,85.30944,1010
Om Shanti Spa,2,Other,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71578,85.30945,1011
Asian adventure treks and expedition,2,Travel and Tour Operator,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71321,85.31137,1012
Hemp House Nepal Pvt.Ltd,1,Handicraft,p_hlth_safety_measures,4,30.0,33,Introduced working in shifts and remote working to reduce congestion,भीड कम गर्न सिफ्टमा काम गर्ने ,27.71575,85.30998,1013
Hotel Crown Plaza,2,Hotel,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7130878,85.3281444,1014
Wish List Nepal Tours and Travels,1,Travel and Tour Operator,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7054130197592,85.3489936269846,1015
Nepal Ascent Treks,1,Trekking,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7119692416278,85.3110869262584,1016
Apex himalaya trek and expedition,2,Trekking,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7104423,85.3109739,1017
Attractive Travels and Tours Pvt. Ltd.,2,Travel and Tour Operator,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7176441116934,85.3093493859829,1018
Nepal Highland Treks P Ltd,2,Trekking,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7166059299288,85.3117833730153,1019
Kathmandu cityhill Apartmnet,2,Hotel,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7209932,85.3118557,1020
Backpacker Treks & Expedition Pvt. Ltd,2,Trekking,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7180005590084,85.3097967996561,1021
Tour and trekking and Expedition,2,Trekking,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7153213473598,85.3117415550944,1022
Alpine trekking gears pvt.ltd,1,Shop/Merchandise,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7152382,85.3115879,1023
Hotel Lakeside Pvt. Ltd,1,Hotel,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,28.2077552,83.9684899,1024
Subhakamana Travels and Tours,1,Travel and Tour Operator,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,28.19899,83.97616,1025
HOTEL,1,Hotel,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7177391,85.3101198,1026
Cuisine Court,2,Restaurant and Bar,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.719115,85.332184,1027
chitwan forest resort,1,Hotel,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.58148,84.49332,1028
Nepali Ghar Hotel Pvt Ltd,1,Hotel,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7165403,85.3129886,1029
Rainbow Adventure Nepal,2,Rafting,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7115056,85.3089164,1030
Wongchhu Peak Promotion Pvt. Ltd.,1,Trekking,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.71702,85.33378,1031
hostel nextdoor,2,Hotel,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.684944,85.315922,1032
Sun N Fun Holidays,2,Travel and Tour Operator,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.7043,85.33088,1033
Spa kinjjala pvt ltd.,2,Other,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,27.67812,85.30827,1034
Tiger Mountain,1,Hotel,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,28.21064,84.04247,1035
Hotel Task International Pvt. Ltd.,1,Hotel,p_hlth_safety_measures,9,21.0,23,Providing Covid-19 insurance,कोभिड-१९ बीमा प्रदान गर्ने ,28.2048324,83.9986713,1036
Earth angle trading pvt ltd,2,Shop/Merchandise,p_hlth_safety_measures,10,3.0,3,Other,अन्य,27.71409,85.31012,1037
Swotah Travel and Adventure Pvt. Ltd.,1,Trekking,p_hlth_safety_measures,10,3.0,3,Other,अन्य,27.7174198,85.3260471,1038
The  cashmere store,1,Handicraft,p_hlth_safety_measures,10,3.0,3,Other,अन्य,28.2044184,83.9644088,1039
Art Summit Holiday Pvt Ltd,2,Travel and Tour Operator,p_hlth_safety_measures,11,5.0,5,Haven't implemented any safety measures for workers,हामीले हाल कामदारहरूको लागि कुनै सुरक्षा उपायहरू कार्यान्वयन गरेका छैनौं,27.7175,85.32594,1040
Ghumante The Traveller adventure pvt ltd,2,Travel and Tour Operator,p_hlth_safety_measures,11,5.0,5,Haven't implemented any safety measures for workers,हामीले हाल कामदारहरूको लागि कुनै सुरक्षा उपायहरू कार्यान्वयन गरेका छैनौं,27.7392974199588,85.3239723928859,1041
Demeter Handicrafts,2,Handicraft,p_hlth_safety_measures,11,5.0,5,Haven't implemented any safety measures for workers,हामीले हाल कामदारहरूको लागि कुनै सुरक्षा उपायहरू कार्यान्वयन गरेका छैनौं,27.7207596166803,85.3607724987554,1042
Hotel Business,2,Hotel,p_hlth_safety_measures,11,5.0,5,Haven't implemented any safety measures for workers,हामीले हाल कामदारहरूको लागि कुनै सुरक्षा उपायहरू कार्यान्वयन गरेका छैनौं,27.6632585317559,85.4449016109137,1043
Outlandish Nepal Holidays Ltd.,2,Travel and Tour Operator,p_hlth_safety_measures,11,5.0,5,Haven't implemented any safety measures for workers,हामीले हाल कामदारहरूको लागि कुनै सुरक्षा उपायहरू कार्यान्वयन गरेका छैनौं,27.6742617216237,85.3691647550934,1044
Everest Tour Nepal Treks & Expedition Pvt. Ltd.,2,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.69443,85.24896,1045
Kathmandu Spa,2,Other,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7161657,85.3108951,1046
Grill n’ Chill Restro and Bar,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.22345,83.9888,1047
HOTEL BLUE MAGNET & MULTIPURPUSE PVT.LTD.,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.2148186,83.9618638,1048
Hotel Tulsi Pokhara,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.2097,83.95798,1049
Subhakamana Travels and Tours,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.19899,83.97616,1050
Spa kinjjala pvt ltd.,2,Other,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.67812,85.30827,1051
Sun N Fun Holidays,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7043,85.33088,1052
Art Summit Holiday Pvt Ltd,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7175,85.32594,1053
Swotah Travel and Adventure Pvt. Ltd.,1,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7174198,85.3260471,1054
Cuisine Court,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.719115,85.332184,1055
Om Shanti Spa,2,Other,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71578,85.30945,1056
Om Shanti Spa,2,Other,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71578,85.30944,1057
Wongchhu Peak Promotion Pvt. Ltd.,1,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71702,85.33378,1058
Hotel Luna Kathmandu,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7167297,85.3120921,1059
Hemp House Nepal Pvt.Ltd,1,Handicraft,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71575,85.30998,1060
Shisha Lounge & Bar Pvt Ltd,1,Restaurant and Bar,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7153038584918,85.3103238891712,1061
Hotel Down Town Pvt. Ltd,2,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71587,85.30982,1062
Garden of Hope Treks & Expeditions,2,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71459,85.31326,1063
Avia tours and travels PVT LTD,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71423,85.31159,1064
R.R.Jewellery,2,Handicraft,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7137093,85.3123409,1065
Yakety Yak Hostel,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7133876,85.31238,1066
Namaste Spa Pvt.Ltd,2,Other,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7151,85.312,1067
Hotel,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71217,85.30787,1068
Rainbow Adventure Nepal,2,Rafting,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7115056,85.3089164,1069
ROSHA TRAVELS AND TOURS P. LTD,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71061,85.31213,1070
Earth angle trading pvt ltd,2,Shop/Merchandise,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71409,85.31012,1071
Mandala Handicrafts,2,Handicraft,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71297,85.31228,1072
Orbit Nepal Adventure,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.71305,85.31126,1073
hostel nextdoor,2,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.684944,85.315922,1074
Hotel Task International Pvt. Ltd.,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.2048324,83.9986713,1075
HOTEL HIMALAYA PVT. LTD,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.68413,85.31941,1076
HOTEL,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7177391,85.3101198,1077
Hotel Lakeside Pvt. Ltd,1,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,28.2077552,83.9684899,1078
Outlandish Nepal Holidays Ltd.,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.6742617216237,85.3691647550934,1079
Tour and trekking and Expedition,2,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7153213473598,85.3117415550944,1080
Hotel Business,2,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.6632585317559,85.4449016109137,1081
Reggae Bar Restaurant & lounge pvt ltd,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7147492,85.3102089,1082
Backpacker Treks & Expedition Pvt. Ltd,2,Trekking,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.7180005590084,85.3097967996561,1083
Hotel Tharu Garden,2,Hotel,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.5753519138286,84.5016726992705,1084
Carrot holidays pvt ltd,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,4,70.0,63,Will have difficulties in covering operating costs,मेरो व्यवसायलाई यसको अपरेटिंग लागतहरू कभर गर्न कठिनाइ हुनेछ,27.6882985387026,85.3324406541961,1085
