id,submission_date,occpatn_shopkeeper_pre_covid,occpatn_tour_guide_pre_covid,occpatn_trekking_guide_pre_covid,occpatn_rafting_guide_pre_covid,occpatn_mountain_guide_pre_covid,occpatn_driver_pre_covid,occpatn_travel_agent_pre_covid,occpatn_flight_attendent_pre_covid,occpatn_pilot_pre_covid,occpatn_cook_pre_covid,occpatn_hotel_manager_pre_covid,occpatn_hotel_staff_pre_covid,occpatn_waiter_pre_covid,occpatn_bartender_pre_covid,occpatn_porter_pre_covid,other_occpatn_pre_covid,had_frml_employment_contract_pre_covid,had_pan_pre_covid,wrk_type_seasonal_pre_covid,wrk_type_daily_wages_pre_covid,wrk_type_monthly_salary_pre_covid,other_wrk_type_pre_covid,sesonal_work_period,gender_individual,age_individual,education_level_individual,years_of_experience_individual,permanent_district_individual,temporary_district_individual,trsm_major_work_district
175010343,2021-04-30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Male,41 - 60 years,Can read and/or write,15 years or more,Solukhumbu,Kathmandu,"Dhading, Dhankuta, Dolakha, Dolpa, Gorkha, Humla, Ilam, Jajarkot, Jumla, Kalikot, Kaski, Lamjung, Manang, Mugu, Mustang, Myagdi, Nuwakot, Okhaldhunga, Rasuwa, Rolpa, Rukum West, Sankhuwasabha, Solukhumbu, Syangja, Taplejung"
175020792,2021-04-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Male,21 - 40 years,SLC or equivalent,3 to 5 years,Bhojpur,Morang,"Kaski, Lamjung, Manang, Mustang, Myagdi, Solukhumbu"
175021614,2021-04-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,Female,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Lalitpur,Lalitpur,"Chitawan, Kaski, Kathmandu, Lalitpur, Manang, Mustang, Myagdi, Parbat, Rasuwa, Solukhumbu"
175151847,2021-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,41 - 60 years,Master's degree or higher,11 to 15 years,Kathmandu,Kathmandu,"Bardiya, Bhaktapur, Chitawan, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Lalitpur"
175151868,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Syangja,Kaski,Kaski
175153138,2021-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Female,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Kathmandu,Kathmandu,"Bhaktapur, Chitawan, Kapilbastu, Kaski, Kathmandu, Lalitpur, Lamjung, Manang, Mustang, Tanahu"
175153950,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,Female,Less than 20 years,Bachelor's degree or equivalent,0 to 2 years,Morang,Kathmandu,Kathmandu
175155165,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,Female,21 - 40 years,SLC or equivalent,6 to 10 years,Morang,Kathmandu,Kathmandu
175160805,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,Female,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Nuwakot,Kathmandu,"Chitawan, Kaski, Kathmandu, Mustang, Solukhumbu"
175163126,2021-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Lalitpur,Lalitpur,"Bhaktapur, Chitawan, Kaski, Kathmandu, Lalitpur, Rasuwa"
175205087,2021-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,SLC or equivalent,15 years or more,Kavrepalanchok,Lalitpur,"Baglung, Bhaktapur, Dolpa, Gorkha, Humla, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Parbat, Ramechhap, Rasuwa, Sankhuwasabha, Sindhuli, Sindhupalchok, Solukhumbu, Syangja, Tanahu"
175206294,2021-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Solukhumbu,Kathmandu,"Manang, Mustang, Myagdi, Solukhumbu"
175241084,2021-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Jhapa,Kathmandu,Kathmandu
175264630,2021-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,Bachelor's degree or equivalent,0 to 2 years,Sindhupalchok,Kathmandu,"Dolpa, Mustang, Rasuwa, Sindhupalchok, Solukhumbu"
175288460,2021-05-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Kathmandu,Kathmandu,Kathmandu
175502146,2021-05-03,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7 to 9 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Dhading,Lalitpur,"Dhading, Kathmandu, Lalitpur, Manang"
175594182,2021-05-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Bhaktapur,Kathmandu,"Banke, Bardiya, Chitawan, Dailekh, Gorkha, Ilam, Jumla, Kapilbastu, Kaski, Kathmandu, Lalitpur, Lamjung, Manang, Mugu, Mustang, Nuwakot, Parsa, Rupandehi, Taplejung"
175959882,2021-05-05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,Male,21 - 40 years,Bachelor's degree or equivalent,11 to 15 years,Bara,Kathmandu,Kathmandu
175960018,2021-05-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,6 to 10 years,Gorkha,Kathmandu,"Chitawan, Kaski, Kathmandu"
176082118,2021-05-05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,11 to 15 years,Dhading,Kathmandu,"Bhaktapur, Chitawan, Darchula, Dhading, Dhankuta, Doti, Gorkha, Gulmi, Ilam, Jumla, Kailali, Kanchanpur, Kapilbastu, Kaski, Kathmandu, Khotang, Lalitpur, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Parbat, Parsa, Rasuwa, Solukhumbu, Syangja, Tanahu"
176133250,2021-05-05,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Kathmandu,Kathmandu,"Bhaktapur, Chitawan, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Mugu, Nuwakot, Palpa, Parsa, Rasuwa, Sindhupalchok"
176241589,2021-05-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,Male,21 - 40 years,SLC or equivalent,15 years or more,Kaski,Kaski,Kaski
176256209,2021-05-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Kaski,Kaski,"Gorkha, Kaski, Manang, Mustang, Myagdi, Solukhumbu, Tanahu"
176260887,2021-05-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Lalitpur,Lalitpur,"Bhaktapur, Chitawan, Kaski, Kathmandu, Lalitpur, Ramechhap, Solukhumbu"
176312011,2021-05-06,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,41 - 60 years,Bachelor's degree or equivalent,15 years or more,Kaski,Chitawan,"Baglung, Baitadi, Bardiya, Chitawan, Dhading, Dolakha, Dolpa, Gorkha, Gulmi, Humla, Ilam, Jajarkot, Jhapa, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Makwanpur, Manang, Mugu, Mustang, Myagdi, Nawalpur, Parasi, Nuwakot, Okhaldhunga, Palpa, Parbat, Parsa, Pyuthan, Ramechhap, Rautahat, Rolpa, Siraha, Solukhumbu, Surkhet, Syangja, Tanahu, Taplejung, Terhathum"
176416583,2021-05-06,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,6 to 10 years,Nuwakot,Kathmandu,"Bhaktapur, Chitawan, Dolpa, Gorkha, Humla, Kaski, Kathmandu, Lalitpur, Lamjung, Manang, Mugu, Mustang, Myagdi, Nuwakot, Rasuwa"
176424461,2021-05-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1 to 3 months,Male,41 - 60 years,SLC or equivalent,15 years or more,Dolakha,Bhaktapur,"Dolakha, Manang, Mustang, Rasuwa"
176516346,2021-05-07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,SLC or equivalent,3 to 5 years,Mahottari,Dhanusa,Mahottari
176517889,2021-05-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7 to 9 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Syangja,Kathmandu,"Bhaktapur, Chitawan, Gorkha, Kaski, Kathmandu, Lamjung, Parbat, Sindhupalchok, Tanahu"
176771614,2021-05-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7 to 9 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Nuwakot,Kathmandu,"Bardiya, Bhaktapur, Chitawan, Gorkha, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Manang, Mustang, Rasuwa"
176782182,2021-05-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Dhading,Kathmandu,Dhading
177124494,2021-05-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,Male,21 - 40 years,Bachelor's degree or equivalent,11 to 15 years,Dhanusa,Dhanusa,Manang
177743049,2021-05-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,41 - 60 years,10+2 or equivalent,15 years or more,Kaski,Kaski,Kaski
177863360,2021-05-15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,6 to 10 years,Dhading,Kathmandu,"Bhaktapur, Chitawan, Dhading, Gorkha, Kaski, Kathmandu, Lalitpur, Manang, Mustang, Rasuwa, Solukhumbu"
178120079,2021-05-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4 to 6 months,Female,21 - 40 years,Master's degree or higher,3 to 5 years,Kathmandu,Kathmandu,Kathmandu
179812360,2021-05-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,,Female,41 - 60 years,Master's degree or higher,6 to 10 years,Bardiya,Kathmandu,Kathmandu
180678987,2021-05-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,11 to 15 years,Gorkha,Kathmandu,"Bhaktapur, Chitawan, Gorkha, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Makwanpur, Nuwakot, Rasuwa, Solukhumbu"
180689226,2021-05-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,15 years or more,Nuwakot,Kathmandu,Kathmandu
180691284,2021-05-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1 to 3 months,Male,21 - 40 years,Master's degree or higher,6 to 10 years,Chitawan,Chitawan,Kathmandu
180714180,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Khotang,Kathmandu,"Gorkha, Kaski, Lamjung, Manang, Mustang, Myagdi, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Tanahu, Taplejung"
180714263,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,15 years or more,Solukhumbu,Kathmandu,"Dolakha, Dolpa, Manang, Mustang, Solukhumbu"
180714683,2021-05-28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1 to 3 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Gorkha,Kathmandu,Kathmandu
180737178,2021-05-28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,15 years or more,Sankhuwasabha,Kathmandu,"Dolpa, Kathmandu, Manang, Mustang, Rasuwa, Sankhuwasabha, Solukhumbu, Taplejung"
180752752,2021-05-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Bhaktapur,Bhaktapur,"Bhaktapur, Chitawan, Kaski, Kathmandu, Lalitpur, Mustang"
180756630,2021-05-28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1 to 3 months,Male,21 - 40 years,Bachelor's degree or equivalent,15 years or more,Gorkha,Kathmandu,"Dhading, Dolpa, Gorkha, Humla, Ilam, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Manang, Mugu, Mustang, Myagdi, Nuwakot, Rasuwa, Rupandehi, Sunsari"
180770701,2021-05-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,11 to 15 years,Kavrepalanchok,Kathmandu,"Chitawan, Gorkha, Kapilbastu, Kathmandu, Kavrepalanchok, Lalitpur"
180788000,2021-05-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Female,21 - 40 years,Master's degree or higher,0 to 2 years,Kathmandu,Ilam,Kathmandu
180795084,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Gorkha,Kathmandu,"Baglung, Bhaktapur, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Mustang, Myagdi, Ramechhap, Rasuwa, Sindhupalchok, Solukhumbu, Tanahu"
180801296,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7 to 9 months,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Lamjung,Kathmandu,"Dolpa, Gorkha, Kaski, Lamjung, Manang, Mugu, Mustang, Myagdi, Rasuwa, Sankhuwasabha, Solukhumbu"
180804160,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Dhading,Kathmandu,"Chitawan, Dhading, Dolakha, Doti, Gorkha, Gulmi, Humla, Ilam, Kalikot, Kanchanpur, Kaski, Kathmandu, Kavrepalanchok, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Okhaldhunga, Parbat, Ramechhap, Sindhupalchok, Solukhumbu, Syangja, Tanahu"
180806710,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Male,41 - 60 years,Can read and/or write,15 years or more,Dhading,Kathmandu,"Dhading, Gorkha, Kathmandu, Manang, Mustang, Myagdi, Nuwakot, Okhaldhunga, Parbat, Ramechhap, Rasuwa, Sindhupalchok, Solukhumbu, Syangja, Tanahu, Taplejung"
180809294,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Male,21 - 40 years,SLC or equivalent,3 to 5 years,Gorkha,Kathmandu,"Gorkha, Kaski, Kathmandu"
180812541,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7 to 9 months,Male,21 - 40 years,SLC or equivalent,3 to 5 years,Gorkha,Kathmandu,"Gorkha, Kaski, Kathmandu, Lalitpur, Mustang, Ramechhap, Sankhuwasabha"
180814570,2021-05-28,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,7 to 9 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Syangja,Kaski,"Arghakhanchi, Baglung, Bardiya, Bhaktapur, Chitawan, Dolpa, Gorkha, Humla, Jumla, Kalikot, Kanchanpur, Kaski, Kavrepalanchok, Khotang, Lalitpur, Lamjung, Manang, Mugu, Mustang, Myagdi, Nuwakot, Okhaldhunga, Parbat, Rasuwa, Rolpa, Rukum East, Rukum West, Salyan, Sankhuwasabha, Sindhupalchok, Siraha, Solukhumbu, Sunsari, Tanahu, Taplejung"
180818682,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Gorkha,Kathmandu,Gorkha
180818696,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Solukhumbu,Kathmandu,Solukhumbu
180826419,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Gorkha,Kathmandu,"Mustang, Myagdi, Rasuwa, Solukhumbu"
180826930,2021-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Okhaldhunga,Kathmandu,"Bhaktapur, Chitawan, Kapilbastu, Kaski, Kathmandu, Lalitpur, Manang, Mustang, Myagdi, Rasuwa, Solukhumbu"
180829175,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Dhading,Kathmandu,"Ilam, Manang, Mustang, Rasuwa, Solukhumbu"
180832982,2021-05-28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Kathmandu,Solukhumbu,Solukhumbu
180841622,2021-05-28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Gorkha,Kathmandu,"Bhaktapur, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Myagdi, Nuwakot, Rasuwa"
180860137,2021-05-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Solukhumbu,Lalitpur,"Kaski, Manang, Mustang, Sankhuwasabha, Solukhumbu"
180914751,2021-05-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Female,21 - 40 years,Bachelor's degree or equivalent,11 to 15 years,Kathmandu,Kathmandu,"Bhaktapur, Chitawan, Kaski, Kathmandu, Lalitpur"
180923301,2021-05-29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1 to 3 months,Male,21 - 40 years,Master's degree or higher,11 to 15 years,Solukhumbu,Kathmandu,"Bhaktapur, Chitawan, Dhading, Dolakha, Dolpa, Gorkha, Ilam, Kaski, Kathmandu, Lalitpur, Manang, Mugu, Mustang, Myagdi, Ramechhap, Rasuwa, Sankhuwasabha, Solukhumbu, Taplejung"
180936809,2021-05-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Dhading,Dhading,"Dhading, Gorkha, Ilam, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Makwanpur, Manang, Mustang, Myagdi, Okhaldhunga, Panchthar, Parbat, Rasuwa, Sindhupalchok, Solukhumbu, Taplejung, Terhathum, Udayapur"
181114258,2021-05-30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,Can read and/or write,15 years or more,Solukhumbu,Kathmandu,Solukhumbu
181639316,2021-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,3 to 5 years,Gorkha,Kathmandu,Kathmandu
181652556,2021-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7 to 9 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Gorkha,Kathmandu,"Bhaktapur, Chitawan, Gorkha, Kaski, Kathmandu, Kavrepalanchok, Lamjung, Manang, Mustang, Myagdi, Rasuwa, Sindhupalchok, Solukhumbu"
181654266,2021-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Dhading,Kathmandu,"Bhaktapur, Chitawan, Dhading, Dolpa, Gorkha, Jumla, Kalikot, Kaski, Kathmandu, Kavrepalanchok, Lamjung, Mustang, Myagdi, Nuwakot, Okhaldhunga, Parbat, Ramechhap, Rasuwa, Solukhumbu, Tanahu"
181764999,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,41 - 60 years,Master's degree or higher,15 years or more,Makwanpur,Lalitpur,Kathmandu
181938236,2021-06-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,Can read and/or write,15 years or more,Solukhumbu,Kathmandu,"Dolakha, Gorkha, Humla, Ilam, Kaski, Kathmandu, Manang, Mugu, Mustang, Myagdi, Panchthar, Solukhumbu, Taplejung, Terhathum"
182878662,2021-06-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,SLC or equivalent,15 years or more,Okhaldhunga,Kathmandu,"Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Manang, Mugu, Mustang, Myagdi, Okhaldhunga, Rasuwa, Sankhuwasabha, Solukhumbu, Taplejung"
183145777,2021-06-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,Can read and/or write,15 years or more,Solukhumbu,Kathmandu,Solukhumbu
183427267,2021-06-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,10+2 or equivalent,15 years or more,Solukhumbu,Kathmandu,"Dhankuta, Dolakha, Dolpa, Gorkha, Humla, Ilam, Jumla, Kaski, Kathmandu, Kavrepalanchok, Lamjung, Manang, Mugu, Mustang, Myagdi, Panchthar, Ramechhap, Rasuwa, Rolpa, Rukum West, Sankhuwasabha, Solukhumbu, Surkhet, Tanahu, Taplejung, Terhathum"
184122514,2021-06-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,Male,41 - 60 years,SLC or equivalent,11 to 15 years,Solukhumbu,Kathmandu,"Baglung, Chitawan, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Mustang, Myagdi, Rasuwa, Sankhuwasabha, Solukhumbu, Syangja, Taplejung, Terhathum"
184597837,2021-06-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Can read and/or write,15 years or more,Solukhumbu,Kathmandu,"Kaski, Lamjung, Manang, Mustang, Nuwakot, Rasuwa, Sankhuwasabha, Solukhumbu, Taplejung"
184621493,2021-06-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Jhapa,Kathmandu,"Bhaktapur, Chitawan, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Mustang, Solukhumbu, Taplejung"
184631398,2021-06-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1 to 3 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Kathmandu,"Kaski, Solukhumbu"
184795362,2021-06-13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4 to 6 months,Male,Less than 20 years,10+2 or equivalent,3 to 5 years,Solukhumbu,Kathmandu,"Dolpa, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Mustang, Solukhumbu"
184805780,2021-06-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,SLC or equivalent,15 years or more,Solukhumbu,Kathmandu,"Bhaktapur, Bhojpur, Chitawan, Dolpa, Gorkha, Jumla, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Manang, Mugu, Mustang, Myagdi, Nuwakot, Okhaldhunga, Ramechhap, Rasuwa, Solukhumbu, Syangja"
